disassembled_line_length_40,disassembled_line_length_67,disassembled_line_length_49,disassembled_line_length_19,disassembled_line_length_31,disassembled_line_length_48,disassembled_line_length_50,disassembled_line_length_44,disassembled_line_length_56,disassembled_line_length_57
156844.0,929.0,134777.0,2.0,2.0,97375.0,76383.0,111232.0,50590.0,13746.0
97657.0,75257.0,54471.0,0.0,0.0,19223.0,84373.0,28667.0,13547.0,2531.0
1691.0,67.0,1798.0,0.0,0.0,1660.0,1000.0,2095.0,1359.0,153.0
1603.0,23.0,6264.0,0.0,0.0,3193.0,2102.0,6851.0,6873.0,2562.0
877.0,21.0,2774.0,3.0,3.0,2719.0,898.0,2625.0,651.0,119.0
13944.0,351.0,21682.0,3.0,3.0,22075.0,13944.0,23364.0,9969.0,2332.0
1748.0,23.0,6292.0,0.0,0.0,3178.0,1988.0,6783.0,7168.0,2235.0
2112.0,30.0,779.0,1.0,1.0,502.0,764.0,1068.0,549.0,102.0
271387.0,542.0,32142.0,0.0,0.0,31499.0,46101.0,39821.0,14981.0,6257.0
161.0,26.0,219.0,2.0,2.0,479.0,223.0,638.0,200.0,20.0
17124.0,362.0,40334.0,0.0,0.0,21455.0,21837.0,47285.0,33609.0,27160.0
1730.0,68.0,1754.0,0.0,0.0,1625.0,1004.0,2156.0,1285.0,178.0
10689.0,361.0,9221.0,1.0,1.0,8793.0,23822.0,11615.0,6701.0,1326.0
119048.0,9011.0,146486.0,1.0,1.0,247190.0,165059.0,282823.0,122863.0,19772.0
934.0,21.0,2787.0,3.0,3.0,2768.0,817.0,2692.0,655.0,124.0
10689.0,361.0,9221.0,1.0,1.0,8793.0,23822.0,11615.0,6701.0,1326.0
125981.0,9981.0,117215.0,1.0,1.0,180189.0,91470.0,136491.0,110308.0,15165.0
38149.0,501.0,75442.0,0.0,0.0,38480.0,48284.0,97137.0,71277.0,58436.0
41400.0,1279.0,86472.0,2.0,2.0,118769.0,52752.0,119918.0,42769.0,8020.0
249419.0,1834.0,114929.0,3.0,3.0,118269.0,194103.0,119268.0,48376.0,13314.0
409.0,96.0,1743.0,2.0,2.0,2901.0,1191.0,2752.0,1150.0,124.0
2519.0,14.0,677.0,1.0,1.0,620.0,1596.0,996.0,367.0,53.0
1754.0,22.0,6295.0,0.0,0.0,3201.0,1958.0,6751.0,7206.0,2234.0
2968.0,42.0,3299.0,0.0,0.0,7315.0,3262.0,8200.0,6871.0,1023.0
11417.0,329.0,21610.0,0.0,0.0,13230.0,11355.0,24464.0,23129.0,7084.0
2901.0,35.0,3353.0,0.0,0.0,7851.0,3053.0,8795.0,7580.0,1162.0
1306.0,20.0,2756.0,3.0,3.0,2750.0,930.0,2744.0,640.0,120.0
1497.0,16.0,512.0,0.0,0.0,950.0,2140.0,1102.0,1002.0,449.0
